Primary archt/firm,Primary archt/firm[1][Name],Primary archt/firm[1][Role],Primary archt/firm[1][Type],Primary archt/firm[2][Name],Primary archt/firm[2][Role],Primary archt/firm[2][Type],Primary archt/firm[3][Name],Primary archt/firm[3][Role],Primary archt/firm[3][Type],Primary archt/firm[4][Name],Primary archt/firm[4][Role],Primary archt/firm[4][Type]
Benjamin H. Marshall Company | architects,Benjamin H. Marshall Company,architects,coorporate,,,,,,,,,
unidentified | contributor,<flag>,<flag>,<flag>,,,,,,,,,
Walton and Walton,Walton and Walton,contributor,coorporate,,,,,,,,,
unidentified | contributor,<flag>,<flag>,<flag>,,,,,,,,,
Walton and Kegley,Walton and Kegley,contributor,coorporate,,,,,,,,,
Marshall,Marshall,contributor,person,,,,,,,,,
unidentified | contributor,<flag>,<flag>,<flag>,,,,,,,,,
Elting Lamb and Schweikner,Elting Lamb and Schweikner,contributor,coorporate,,,,,,,,,
unidentified | contributor,<flag>,<flag>,<flag>,,,,,,,,,
Marshall and Fox,Marshall and Fox,contributor,coorporate,,,,,,,,,
Walton and Kegley,Walton and Kegley,contributor,coorporate,,,,,,,,,
Marshall and Fox,Marshall and Fox,contributor,coorporate,,,,,,,,,
Walton and Kegley,Walton and Kegley,contributor,coorporate,,,,,,,,,
unidentified | contributor,<flag>,<flag>,<flag>,,,,,,,,,
Benjamin Marshall,Benjamin Marshall,contributor,person,,,,,,,,,
Walton and Walton,Walton and Walton,contributor,coorporate,,,,,,,,,
unidentified | contributor,<flag>,<flag>,<flag>,,,,,,,,,
Walton and Kegley,Walton and Kegley,contributor,coorporate,,,,,,,,,
unidentified | contributor,<flag>,<flag>,<flag>,,,,,,,,,
Marshall and Fox,Marshall and Fox,contributor,coorporate,,,,,,,,,
Walton,Walton,contributor,person,,,,,,,,,
Marshall and Fox | architects,Marshall and Fox,architects,coorporate,,,,,,,,,
Benjamin H. Marshall | architect,Benjamin H. Marshall,architect,person,,,,,,,,,
Marshall and Fox,Marshall and Fox,contributor,coorporate,,,,,,,,,
Walton and Kegley,Walton and Kegley,contributor,coorporate,,,,,,,,,
unidentified | contributor,<flag>,<flag>,<flag>,,,,,,,,,
Walton and Kegley,Walton and Kegley,contributor,coorporate,,,,,,,,,
"Marshall, Kegley, and Walton","Marshall, Kegley, and Walton",contributor,coorporate,,,,,,,,,
unidentified | contributor,<flag>,<flag>,<flag>,,,,,,,,,
Marshall and Fox,Marshall and Fox,contributor,coorporate,,,,,,,,,
unidentified | contributor,<flag>,<flag>,<flag>,,,,,,,,,
John York,John York,contributor,person,,,,,,,,,
Joe Williams,Joe Williams,contributor,person,,,,,,,,,
Louis C. Williams,Louis C. Williams,contributor,person,,,,,,,,,
unidentified | contributor,<flag>,<flag>,<flag>,,,,,,,,,
Frink and Burk,Frink and Burk,contributor,coorporate,,,,,,,,,
Howard Nicholas,Howard Nicholas,contributor,person,,,,,,,,,
McCool and McDonald,McCool and McDonald,contributor,coorporate,,,,,,,,,
S. A. York,S. A. York,contributor,person,,,,,,,,,
Robert Vahlberg,Robert Vahlberg,contributor,person,,,,,,,,,
John York,John York,contributor,person,,,,,,,,,
"Pfanstiel Arch., Inc.","Pfanstiel Arch., Inc.",contributor,coorporate,,,,,,,,,
John York,John York,contributor,person,,,,,,,,,
William Kaighn,William Kaighn,contributor,person,,,,,,,,,
John York,John York,contributor,person,,,,,,,,,
John York & Associates | architects & engineers; McDonald & Floyd | structural engineers; Bill Miller & Associates | mechanical engineers,John York & Associates,architects & engineers,coorporate,McDonald & Floyd,structural engineers,coorporate,Bill Miller & Associates,mechanical engineers,coorporate,,,
John York,John York,contributor,person,,,,,,,,,
Robert Fillmoore,Robert Fillmoore,contributor,person,,,,,,,,,
John York,John York,contributor,person,,,,,,,,,
John York | architect; Neil Madley | consulting engineer; Bill Miller | engineer; I. T. Krause | general contractor,John York,architect,person,Neil Madley,consulting engineer,person,Bill Miller,engineer,person,I. T. Krause,general contractor,person
Johnson Kindblade,Johnson Kindblade,contributor,person,,,,,,,,,
John York,John York,contributor,person,,,,,,,,,
Robert Marshall Tieger | designer; Percival Goodman | architect,Robert Marshall Tieger,designer,person,Percival Goodman,architect,person,,,,,,
John York,John York,contributor,person,,,,,,,,,
Wells and Parker,Wells and Parker,contributor,coorporate,,,,,,,,,
John York,John York,contributor,person,,,,,,,,,
Harry H. Gesner,Harry H. Gesner,contributor,person,,,,,,,,,
John York,John York,contributor,person,,,,,,,,,
"Cocke, Bowman and York","Cocke, Bowman and York",contributor,coorporate,,,,,,,,,
John York,John York,contributor,person,,,,,,,,,
York and W. Burgett,York and W. Burgett,contributor,coorporate,,,,,,,,,
"Freels and Associates (George Shaw, Jr.)","Freels and Associates (George Shaw, Jr.)",contributor,coorporate,,,,,,,,,
John York,John York,contributor,person,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
"Reynolds, Schlattner, Chetter and Associate Inc.","Reynolds, Schlattner, Chetter and Associate Inc.",contributor,coorporate,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
City Engineers Office,City Engineers Office,contributor,person,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Atlee B. Ayres | architect,Atlee B. Ayres,architect,person,,,,,,,,,
Lennox Furnace Company Marshalltown Iowa,Lennox Furnace Company Marshalltown Iowa,contributor,coorporate,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Louis Polk,Louis Polk,contributor,person,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Atlee B. Ayres and Robert M. Ayres | architects,Atlee B. Ayres and Robert M. Ayres,architects,coorporate,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Atlee B. Ayres and Robert M. Ayres | architects,Atlee B. Ayres and Robert M. Ayres,architects,coorporate,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Atlee B. Ayres and Robert M. Ayres | architects,Atlee B. Ayres and Robert M. Ayres,architects,coorporate,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Atlee B. Ayres and Robert M. Ayres | architects,Atlee B. Ayres and Robert M. Ayres,architects,coorporate,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Atlee B. Ayres and Robert M. Ayres | architects,Atlee B. Ayres and Robert M. Ayres,architects,coorporate,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Atlee B. Ayres and Robert M. Ayres | architects,Atlee B. Ayres and Robert M. Ayres,architects,coorporate,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Atlee B. Ayres and Robert M. Ayres | architects,Atlee B. Ayres and Robert M. Ayres,architects,coorporate,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Frost Carvel,Frost Carvel,contributor,person,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Southwell Map Company,Southwell Map Company,contributor,coorporate,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Kelwood Co. Inc.,Kelwood Co. Inc.,contributor,coorporate,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Atlee B. Ayres | architect,Atlee B. Ayres,architect,person,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
William E. Parrish | architectural firm,William E. Parrish,architectural firm,person,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
C. A. Coughlin,C. A. Coughlin,contributor,person,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
J. Fred Buenz | architect,J. Fred Buenz,architect,person,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Atlee B. Ayres and Robert M. Ayres | architects,Atlee B. Ayres and Robert M. Ayres,architects,coorporate,,,,,,,,,
J. Fred Buenz | architect,J. Fred Buenz,architect,person,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
unidentified | contributor,<flag>,<flag>,<flag>,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
James Adams | surveyor,James Adams,surveyor,person,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
A. C. Walker; Philip Castaneda,A. C. Walker,contributor,person,Philip Castaneda,contributor,person,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Fooshee and Cheek | architect; Flint and Broad | architects; H. B. Thomson | architect,Fooshee and Cheek,architect,coorporate,Flint and Broad,architects,coorporate,H. B. Thomson,architect,person,,,
unidentified | contributor,<flag>,<flag>,<flag>,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
unidentified | contributor,<flag>,<flag>,<flag>,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
C. A. Coughlin,C. A. Coughlin,contributor,person,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Homer L. Fry | landscape architect,Homer L. Fry,landscape architect,person,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Atlee B. Ayres and Robert M. Ayres | architects,Atlee B. Ayres and Robert M. Ayres,architects,coorporate,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Atlee B. Ayres and Robert M. Ayres | architects,Atlee B. Ayres and Robert M. Ayres,architects,coorporate,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Atlee B. Ayres | architect,Atlee B. Ayres,architect,person,,,,,,,,,
Atlee B. Ayres and Robert M. Ayres | architects,Atlee B. Ayres and Robert M. Ayres,architects,coorporate,,,,,,,,,
unidentified | contributor,<flag>,<flag>,<flag>,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Atlee B. Ayres and Robert M. Ayres | architects,Atlee B. Ayres and Robert M. Ayres,architects,coorporate,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Atlee B. Ayres and Robert M. Ayres | architects,Atlee B. Ayres and Robert M. Ayres,architects,coorporate,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Atlee B. Ayres and Robert M. Ayres | architects,Atlee B. Ayres and Robert M. Ayres,architects,coorporate,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
"Roberts, Allen & Helmke | associated architects; Ayres & Ayres | associated architects","Roberts, Allen & Helmke",associated architects,coorporate,Ayres & Ayres,associated architects,coorporate,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Joseph Palle,Joseph Palle,contributor,person,,,,,,,,,
unidentified | contributor,<flag>,<flag>,<flag>,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Atlee B. Ayres | architect,Atlee B. Ayres,architect,person,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Atlee B. Ayres and Robert M. Ayres | architects,Atlee B. Ayres and Robert M. Ayres,architects,coorporate,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Atlee B. Ayres | architect,Atlee B. Ayres,architect,person,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
unidentified | contributor,<flag>,<flag>,<flag>,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Atlee B. Ayres | architect,Atlee B. Ayres,architect,person,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
"Paul Garza, Jr. | engineering and surveying firm","Paul Garza, Jr.",engineering and surveying firm,person,,,,,,,,,
unidentified | contributor,<flag>,<flag>,<flag>,,,,,,,,,
Fansler,Fansler,contributor,person,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Wagner Woodruff Company,Wagner Woodruff Company,contributor,coorporate,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Atlee B. Ayres | architect,Atlee B. Ayres,architect,person,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Atlee B. Ayres and Robert M. Ayres | architects,Atlee B. Ayres and Robert M. Ayres,architects,coorporate,,,,,,,,,
J. E. Flanders,J. E. Flanders,contributor,coorporate,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
unidentified | contributor,<flag>,<flag>,<flag>,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Atlee B. Ayres and Robert M. Ayres | architects,Atlee B. Ayres and Robert M. Ayres,architects,coorporate,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Atlee B. Ayres and Robert M. Ayres | architects,Atlee B. Ayres and Robert M. Ayres,architects,coorporate,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Robert M. Ayres,Robert M. Ayres,contributor,person,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Henry T. Phelps,Henry T. Phelps,contributor,person,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
George Willis | architect; Emmett T. Jackson | architect,George Willis,architect,person,Emmett T. Jackson,architect,person,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Homer M. Mathews and Associates | consulting engineer,Homer M. Mathews and Associates,consulting engineer,coorporate,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Southwell Map Company,Southwell Map Company,contributor,coorporate,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Atlee B. Ayres | architect,Atlee B. Ayres,architect,person,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Atlee B. Ayres and Robert M. Ayres | architects,Atlee B. Ayres and Robert M. Ayres,architects,coorporate,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Atlee B. Ayres and Robert M. Ayres | architects,Atlee B. Ayres and Robert M. Ayres,architects,coorporate,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
unidentified | contributor,<flag>,<flag>,<flag>,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Atlee B. Ayres | architect,Atlee B. Ayres,architect,person,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Robert M. Ayres,Robert M. Ayres,contributor,person,,,,,,,,,
Atlee B. Ayres and Robert M. Ayres | architects,Atlee B. Ayres and Robert M. Ayres,architects,coorporate,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Atlee B. Ayres and Robert M. Ayres | architects,Atlee B. Ayres and Robert M. Ayres,architects,coorporate,,,,,,,,,
Atlee B. Ayres | architect,Atlee B. Ayres,architect,person,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Atlee B. Ayres | architect,Atlee B. Ayres,architect,person,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
River engineers office,River engineers office,contributor,person,,,,,,,,,
Henry Rullman | engineer,Henry Rullman,engineer,person,,,,,,,,,
Atlee B. Ayres | architect,Atlee B. Ayres,architect,person,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Atlee B. Ayres | architect,Atlee B. Ayres,architect,person,,,,,,,,,
Atlee B. Ayres and Robert M. Ayres | architects,Atlee B. Ayres and Robert M. Ayres,architects,coorporate,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Atlee B. Ayres and Robert M. Ayres | architects,Atlee B. Ayres and Robert M. Ayres,architects,coorporate,,,,,,,,,
Walton and Arneson | engineers,Walton and Arneson,engineers,coorporate,,,,,,,,,
unidentified | contributor,<flag>,<flag>,<flag>,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Atlee B. Ayres and Robert M. Ayres | architects,Atlee B. Ayres and Robert M. Ayres,architects,coorporate,,,,,,,,,
unidentified | contributor,<flag>,<flag>,<flag>,,,,,,,,,
Atlee B. Ayres and Robert M. Ayres | architects,Atlee B. Ayres and Robert M. Ayres,architects,coorporate,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Fred S. Jones,Fred S. Jones,contributor,person,,,,,,,,,
John M. Marriott | architect,John M. Marriott,architect,person,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Atlee B. Ayres | architect,Atlee B. Ayres,architect,person,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Hare and Hare | landscape architects,Hare and Hare,landscape architects,coorporate,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
unidentified | contributor,<flag>,<flag>,<flag>,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
American Encaustic tiling co. Ltd.,American Encaustic tiling co. Ltd.,contributor,coorporate,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
"KARGL Aerial Surveys, Limited","KARGL Aerial Surveys, Limited",contributor,person,,,,,,,,,
Atlee B. Ayres and Robert M. Ayres | architects,Atlee B. Ayres and Robert M. Ayres,architects,coorporate,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Reming,Reming,contributor,person,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Atlee B. Ayres and Robert M. Ayres | architects,Atlee B. Ayres and Robert M. Ayres,architects,coorporate,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
"Phelps, Dewees & Simmons | associated architects; Ayres & Ayres | associated architects","Phelps, Dewees & Simmons",associated architects,coorporate,Ayres & Ayres,associated architects,coorporate,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Coughlin and Ayres,Coughlin and Ayres,contributor,coorporate,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Robert Cunningham,Robert Cunningham,contributor,person,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Torres and Makar,Torres and Makar,contributor,coorporate,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Coughlin and Ayres,Coughlin and Ayres,contributor,coorporate,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
Atlee B. Ayres | architect,Atlee B. Ayres,architect,person,,,,,,,,,
Ayres and Ayres | architects,Ayres and Ayres,architects,coorporate,,,,,,,,,
